L_measured,alpha,theta0,crosssection,m_total,Period
1.062368260855444,0.4753571532049581,0.7587945476302645,0.015986584841970367,0.24041677639819287,2.0449830342247868
1.5611820313084435,0.010292247147901223,0.9729188669457949,0.01832442640800422,0.29110519961044856,2.6558270017355614
0.9555072723109541,0.2623782158161189,0.48875051677790415,0.012912291401980419,0.6506676052501416,1.9296186536759419
1.0484539994914872,0.22803499210851796,0.8066583652537123,0.011996737821583597,0.5628109945722505,2.0972372120045457
1.410116770151946,0.08526206184364576,0.1585464336867516,0.019488855372533333,0.9690688297671034,2.3834261714903193
0.6481532608337822,0.34211651325607845,0.4961372443656412,0.011220382348447789,0.5456592191001431,1.562509753646533
0.9680038907662241,0.2600340105889054,0.5920392514089517,0.011848544555255271,0.9726261649881027,1.9797249175175944
1.8798543085539403,0.04424625102595975,0.27638457617723067,0.010452272889105382,0.39279729768693794,2.7448882907134964
1.74427050931732,0.17837666334679464,0.3528410587186427,0.015426960831582485,0.2268318024772864,2.640131780112628
1.594173278924288,0.38563517334297287,0.16664018656068133,0.013584657285442727,0.20428215357261675,2.449217528047407
0.9980166281174346,0.03177917514301182,0.379884089544096,0.01325183322026747,0.7566455605042577,2.0196283081903954
1.208250735664704,0.05979712296915085,0.7419203085006955,0.017607850486168974,0.6051494778125466,2.295276245199775
1.2812617431558082,0.21377050917927481,0.12287721406968567,0.011078914269933045,0.12828626711806082,2.2459561792015577
1.2612390495412678,0.4537832369630465,0.32436300623398745,0.014103829230356298,0.7799960246887438,2.147918612436796
1.8972902027809593,0.4040601897822085,0.6700633808593811,0.01871460590187718,0.823304869209203,2.7210623603695523
1.844729190439369,0.15900173748593194,0.19904673207490908,0.012279351625419417,0.48439700976363065,2.6955410386779284
0.511334068449853,0.25537365128878287,0.4756699028339011,0.012221078104707303,0.20787883060031453,1.4153676543533469
0.9809668556005348,0.25939531087168305,0.7327170630056601,0.01363629602379294,0.9746038744488646,2.007496936385354
0.9282162497650684,0.018443473677266398,0.6486079005819072,0.015026790232288615,0.14633087612499043,1.977198850289071
0.8616284816294887,0.07244743604561155,0.5405074842498068,0.019856504541106008,0.3178497443603504,1.8936565115754378
0.8546950343515399,0.3641081743059298,0.43100481944732794,0.016323058305935795,0.6701767396848052,1.808448044549974
1.7498524165217246,0.16039003248586792,0.2678666593598688,0.01040775141554764,0.6318036488694176,2.6300357445438705
1.4669826568162214,0.08718321450249572,0.7218439642922193,0.013867353463005374,0.9430569898630611,2.4795678564186803
0.6706652017300918,0.4623468091392814,0.889605418042883,0.012579416277151556,0.6939856414307611,1.6581698080360914
1.291595784638642,0.12092614545022584,0.1837924910253093,0.01897215757953327,0.9103762514469974,2.2804751485055528
1.0224543124758345,0.3629778394351197,0.9073992339573194,0.01887086424265117,0.8018879912718615,2.0624070637499194
0.7427927371659035,0.4492770942635396,0.6457861536936309,0.010091970516166296,0.1913243885794289,1.6686088007625752
1.5401599876970549,0.32598062975130027,0.3018423785145038,0.01712179221347536,0.3135241787471201,2.4076537271337557
1.4717096064573894,0.42461170524708897,0.691851603070309,0.015683086033354717,0.18430729104528323,2.384990632379666
0.8660104688523812,0.4865052773762228,0.4537879522000844,0.018920465551771133,0.6680247633975366,1.8087618201922466
1.3654397870684787,0.24625884690943195,0.27571868901824004,0.017224521152615052,0.35269512619677024,2.2977117266074796
0.7666124943597205,0.47022929217645715,0.9585357193023286,0.019148643902204485,0.43314283022989997,1.7627852599456337
1.9435778723954564,0.42650472773368003,0.36500400286262713,0.013850977286019254,0.8660230043651712,2.683443692900645
1.3353183111244171,0.4680773870803905,0.7264268170074757,0.015700611700893652,0.1874588443936917,2.2551803690974013
1.8178698518118461,0.3703843088771022,0.7273141668957411,0.017024840839871092,0.42354203609777963,2.6790997353858463
1.7163118730401574,0.43353615929005185,0.9219164973008241,0.01511342398860938,0.5513646652184797,2.6601880704776666
1.5532803614827737,0.3978963347180505,0.9010048076358097,0.013379951568515357,0.43802465737594964,2.5089892099013227
0.5529695469635343,0.23279900906623008,0.588380171236819,0.012865412521282845,0.6317499345121097,1.508439159353718
0.6953688408926122,0.2611216300274022,0.7929941977887498,0.012158210274968433,0.6606014282371002,1.7187333722078417
1.4548212793177728,0.3630456668613308,0.9782668715162811,0.015163003483011955,0.39066082564712135,2.490065755868698
1.1569134929029405,0.03922819067113298,0.12281566907391177,0.01962648414677925,0.8523821084609853,2.1789417975052467
0.7574197121975986,0.07821852133554302,0.3252186083481358,0.015492266647061204,0.7431363304300561,1.7622048099614758
1.9308364381883318,0.36894845834788426,0.5989186472602607,0.016117207462343523,0.47764005618501093,2.724047030859678
1.6376568045528461,0.007196744314877934,0.20446537645622462,0.010460026420217528,0.13665592208707314,2.5848060750043413
1.2072708204878724,0.04891708032550074,0.5424542876051491,0.014734717707805657,0.2558816829190137,2.220506771945733
1.4261014745826346,0.3175468254338219,0.14077360879484008,0.013746126146264713,0.6632739241428127,2.320248540091764
1.4893347728219914,0.08146721354071484,0.16351187266038686,0.016424192782063154,0.12386017948745964,2.438899227297695
1.3629076966237472,0.19408496310326095,0.6789593965981179,0.014582528904915166,0.5910551103843414,2.3768539637547583
1.9408129802037668,0.45267532097803187,0.2762120213103668,0.010693613008751655,0.190700201239684,2.67273152573686
0.9791774764125721,0.4224376554847273,0.12094474216224328,0.018144684825889358,0.35366929729606,1.885154117769413
1.4445177441907562,0.4387360067635265,0.7615639394234972,0.018034809303848487,0.3538311153141759,2.3702606971007953
1.7113463036632361,0.49525257100033665,0.4713559092202838,0.013720180857927831,0.7987716646677971,2.507238128810493
1.7876434207826641,0.21449701368750917,0.7757839610123476,0.017545428740846823,0.19281148195233935,2.747127885525385
1.7403345318665893,0.16002480051530588,0.9059709056465804,0.013892016787341631,0.10975388633226853,2.7509665695812013
1.9283205662498912,0.28671894406164306,0.6686534909528193,0.014484455219783199,0.36388969452825815,2.765525064912853
1.6287134032729076,0.39578952186292427,0.8106563285150985,0.010912061030486904,0.5449782742323234,2.5471499208292827
1.1635234347430166,0.4438520913791499,0.4158235112968708,0.011170670164276059,0.2286925138475523,2.10034622174306
0.6507419375729486,0.04205340305749872,0.730872218313208,0.010727630063641936,0.8396740533613206,1.672692569486374
0.6259281162411791,0.4933197892505877,0.4368437161805083,0.01370642147066891,0.8315196105317523,1.53807755218032
0.6252130426321978,0.3885734579637184,0.6025638247622246,0.014242220092469764,0.9157189465852624,1.541386687227459
0.5195727436030904,0.23433032099706314,0.15067294811365362,0.011188179162680719,0.2057736220993944,1.423771269274756
1.3755013326093604,0.48108627423727096,0.43738352157133364,0.012857120862818608,0.8817392153705143,2.2518363823077623
0.6098309626998816,0.2769271422006604,0.9723722820571891,0.015230978441701489,0.6664587743217363,1.6483465150819732
1.4457167259925305,0.2921571559615501,0.9110422094418901,0.010454463803414579,0.35286687063300726,2.454164328781528
0.9122463614375707,0.09406057986188066,0.517328564445984,0.01353352228026053,0.6252905006657848,1.9419820443649851
1.7180520631463816,0.34236558627693964,0.24635524541040218,0.019109271844938425,0.840283518630852,2.5765452077625075
1.8996836800798662,0.4330319447502042,0.14069680309557048,0.01026366974497252,0.43881703019024465,2.621117328762963
1.0681474296289435,0.4849571989073016,0.8579070308221378,0.01838328704711138,0.5218238438154733,2.0478397692994355
0.5875957116222584,0.4323611881275266,0.8316109082170698,0.019997176732861305,0.9969731533665148,1.5320564693960714
1.9173891860870658,0.42482369533870573,0.3226132915688779,0.014505441353100935,0.2162434736363455,2.676666941327736
0.8434488756273603,0.33585034220292836,0.6563154164121062,0.013581627180328406,0.20220183297966612,1.858724155017703
1.6579796593065008,0.2600817505559967,0.8669633502866861,0.015519068387744856,0.6048441743818477,2.6566737265666696
0.7001555420224174,0.014391338156669486,0.7796235301062571,0.016203095513534646,0.7336717912893012,1.7385041919360267
0.5212781848329338,0.1752937794032985,0.6309259181691698,0.013922440450997324,0.4937274298213562,1.4727981322046095
1.2709547972224462,0.39182650637057154,0.45688850408914317,0.016220867002278736,0.8761273378720706,2.2084198430123663
