L_measured,alpha,theta0,crosssection,m_total,Period
0.8747302965096528,0.9507143064099162,1.1247915185359671,0.09381218778758511,0.3248149123539492,1.717383880819979
1.473603804647257,0.020584494295802447,1.457873793026792,0.12654196971205903,0.36987128854262097,2.8178697965358013
0.7467799451988155,0.5247564316322378,0.704723026098962,0.05077207962772587,0.6894823157779035,1.669463972884501
0.8583625524795948,0.45606998421703593,1.199246345950219,0.03795432950217036,0.6113875507308892,1.9407698682697936
1.2923802257223773,0.17052412368729153,0.19107223017939132,0.14284397521546666,0.9725056264596474,2.2675931389942074
0.37745489503569735,0.6842330265121569,0.7162134912354418,0.027085352878269034,0.5961415280890161,1.1367575962944274
0.7615172135930475,0.5200680211778108,0.8653943910805915,0.03587962377357378,0.9756677022116469,1.7380884214016346
1.8564165790608753,0.0884925020519195,0.3743760073868032,0.016331820447475328,0.4602642646106115,2.7279376949286456
1.692891762062899,0.3567533266935893,0.49330831356233307,0.08597745164215477,0.31273937997981016,2.585155774040521
1.5128754293365843,0.7712703466859457,0.2036625124277265,0.06018520199619816,0.2926952476201038,2.219912234606947
0.7972860355732295,0.06355835028602363,0.535375250401927,0.05552566508374458,0.7836849426704513,1.8165084412850128
1.049915213213289,0.1195942459383017,1.098542702112193,0.11650990680636562,0.649021758055597,2.223932012432296
1.1380815919704066,0.42754101835854963,0.13558677744173325,0.025104799779062624,0.22514334854938742,2.062132763301507
1.1138102568906787,0.907566473926093,0.4490091208084249,0.06745360922498815,0.804440910834439,1.8173354159376134
1.8761994984837311,0.808120379564417,0.9867652591145928,0.13200448262628048,0.8429376615192916,2.5814911153699702
1.813556580416417,0.3180034749718639,0.25407269433874746,0.041910922755871834,0.5416862309010051,2.631131796869861
0.2134197076092103,0.5107473025775657,0.6843754044082905,0.04109509346590223,0.29589229386694627,0.8940123529278446
0.7779277352067613,0.5187906217433661,1.084226542453249,0.060908144333101155,0.9774256661767686,1.7980513179295319
0.7136683980783087,0.036886947354532795,0.9533900675718555,0.0803750632520406,0.2411830009999915,1.787247492138922
0.6334970488295804,0.1448948720912231,0.7852338643885881,0.14799106357548408,0.39364421720920034,1.6483483405036357
0.6259862975492598,0.7282163486118596,0.6148963858069545,0.09852281628310111,0.7068237686087158,1.4655328869604765
1.7004431651984961,0.32078006497173583,0.3611259145597959,0.01570851981766695,0.6727143545505935,2.555566547847732
1.3605344939390565,0.17436642900499144,1.0673128333434523,0.06414294848207523,0.9493839909893877,2.4659233429758736
0.4047072581022686,0.9246936182785628,1.3282750947333735,0.04611182788012178,0.7279872368273432,1.2292792134173494
1.150490958145444,0.24185229090045168,0.2303438749282589,0.13561020611346575,0.9203344457306644,2.1308576396491596
0.8272171848596328,0.7259556788702394,1.355954363933608,0.1341920993971164,0.8239004366860991,1.859051214527532
0.49128135139428775,0.8985541885270792,0.9490006835234258,0.01128758722632815,0.2811772342928257,1.2523017389734852
1.4477285470048626,0.6519612595026005,0.41397703324478363,0.10970509098865501,0.3897992699974401,2.230802668726149
1.3665994761715539,0.8492234104941779,1.0206580492204806,0.08956320446696601,0.274939814262474,2.178415522437747
0.6392073618661063,0.9730105547524456,0.6503368145334645,0.13488651772479585,0.7049109007978103,1.3845650335669355
1.2385109524563864,0.4925176938188639,0.37334018291726223,0.11114329613661073,0.4246178899526847,2.1295291570745745
0.5197456981818351,0.9404585843529143,1.4355000078036224,0.13808101463086278,0.49612696020435554,1.3891598076055938
1.9326638655222321,0.8530094554673601,0.5122284488974199,0.06391368200426953,0.8809093372134855,2.4539712570421743
1.2023586898619223,0.936154774160781,1.0744417153449621,0.08980856381251108,0.2777411950166149,1.9808018012931625
1.7810817733902329,0.7407686177542044,1.0758220373933751,0.10834777175819528,0.48759292097580414,2.589551641332238
1.6593458914439116,0.8670723185801037,1.37853677357906,0.08158793584053128,0.6012130357497597,2.5480241249000977
1.4638704246600847,0.795792669436101,1.3460074785445928,0.05731932195921501,0.5004663621119552,2.4032281241429914
0.2637522291025569,0.46559801813246016,0.8597024885906072,0.05011577529795982,0.6726666084552086,1.042054866856016
0.43348699468817753,0.5222432600548044,1.1779909743380552,0.040214943849558045,0.6983123806552003,1.3777263591200002
1.3460502497672349,0.7260913337226615,1.4661929112475485,0.08228204876216733,0.4583651783529968,2.434165232528441
0.9886049191146314,0.07845638134226596,0.1354910407816405,0.1447707780549095,0.8687840964097646,2.0109481043053403
0.5094080082188523,0.15643704267108605,0.4503400574304335,0.08689173305885685,0.77167673816005,1.4468492104382753
1.91729602238729,0.7378969166957685,0.8760956735159608,0.0956409044728093,0.535680049942232,2.6102906771909926
1.5650106376921569,0.014393488629755868,0.2625016967096827,0.016440369883045383,0.23258304185517611,2.5294172539457294
1.0495229692140702,0.09783416065100148,0.7882622251635653,0.07628604790927919,0.33856149592801216,2.1068961086083178
1.3108565039982996,0.6350936508676438,0.16342561368086234,0.062445766047705964,0.7006879325713891,2.1137214660719352
1.386942862307675,0.1629344270814297,0.19879624636060178,0.09993869894888417,0.22120904843329747,2.3623269857741915
1.235549949986511,0.3881699262065219,1.0006035058192944,0.07415540466881232,0.636493431452748,2.2908609273698555
1.929170149350941,0.9053506419560637,0.37410758870501504,0.019710582122523163,0.28062240110194137,2.3973855057219073
0.7748701655007005,0.8448753109694546,0.1325807100301562,0.124025587562451,0.42548381981871997,1.5272416470984045
1.3332005982247213,0.877472013527053,1.1290994613254401,0.12248733025387878,0.4256276580570452,2.158849039865313
1.6533967254434154,0.9905051420006733,0.677664747675997,0.06208253201098964,0.8211303685935976,2.1755285806157594
1.7451672463355676,0.42899402737501835,1.1512194949080963,0.1156360023718555,0.2824990950687461,2.818838001956721
1.6882717716989117,0.32004960103061175,1.3537325198946806,0.06448823502278282,0.2086701211842387,2.871702646754551
1.9135027103311582,0.5734378881232861,0.9845720970377189,0.07278237307696475,0.43456861735845165,2.739220633339023
1.5544257621042117,0.7915790437258485,1.2054653999123754,0.02276885442681665,0.5955362437620653,2.4205416671015807
0.9959825851550296,0.8877041827582998,0.5912810175729102,0.026389382299864816,0.31439334564226873,1.7729256613672575
0.3810787404097858,0.08410680611499743,1.081356784042768,0.02018682089098709,0.857488047432285,1.3307656027091541
0.35137943046673664,0.9866395785011755,0.6239791140585684,0.06188990058936472,0.8502396538060022,1.0239331183062486
0.35026325764179844,0.7771469159274368,0.881765949630127,0.06939108129457668,0.9250835080757889,1.0926742246555237
0.22297883703331617,0.46866064199412627,0.1788245859545723,0.02663450827753007,0.2940209974216839,0.9058792228960901
1.2505119621385081,0.9621725484745419,0.6248188113331856,0.0499996920794605,0.8948793025515682,1.9113134331542365
0.33196993212050124,0.5538542844013208,1.4570235498667385,0.08323369818382083,0.70351891050821,1.2726039254083092
1.3339841500177496,0.5843143119231002,1.3616212146873845,0.016362493247804102,0.4247705516737843,2.415289666097796
0.6954607163319104,0.1881211597237613,0.7491777669159749,0.05946931192364739,0.6669248894806976,1.7135462432853668
1.6621905690584662,0.6847311725538793,0.3276637150828478,0.13752980582913793,0.8580297943385353,2.4018437899972938
1.8795022250860702,0.8660638895004084,0.16330613814866518,0.01369137642961528,0.5011706935024397,2.361791349174462
0.8824146866182501,0.9699143978146032,1.2789664923899922,0.1273660186595593,0.5749545278359762,1.7323962926295335
0.30450836061753667,0.8647223762550532,1.2380614127821086,0.1499604742600583,0.9973094696591243,1.056174732390117
1.9008189050517943,0.8496473906774115,0.44628734244047674,0.07307617894341308,0.303327532121196,2.455983417441177
0.6120417172783992,0.6717006844058567,0.9653795366410541,0.060142780524597664,0.2908460737597032,1.5495290087208873
1.5896751768271926,0.5201635011119934,1.2930541004459561,0.08726695742842797,0.648750377228309,2.670546996186962
0.44036011055760965,0.028782676313338973,1.1571921579430666,0.09684333718948504,0.7632638144793789,1.444812884385989
0.22564158453329838,0.350587558806597,0.9258847615964862,0.06491416631396252,0.5499799376189833,0.9822398268883225
1.1251516439703895,0.7836530127411431,0.6551598952497781,0.09709213803190228,0.8898909669973962,1.9500501058403115
0.6622309599371153,0.4591357562382613,1.4720456053996678,0.07896653315900173,0.4630012882300066,1.8034731560455173
0.3343514867859009,0.12887972191064923,0.27926417454088137,0.031266377091721205,0.31106173811952814,1.1633048983846428
0.8211405947462089,0.8967884099060118,0.7635462963680212,0.1034580833929438,0.3378558969613039,1.6012171177508974
0.518733819704193,0.08870253375705561,0.26889021954084114,0.07450902752458159,0.365066974724634,1.4059079974185476
1.4424860354334759,0.039312139841098936,1.2191745584726597,0.09790605452872707,0.26540722555909757,2.6671856127612616
1.6559105871143116,0.7482596903836584,0.35832942709892823,0.03930890526713944,0.49637768223310563,2.321878754825359
0.8651976651517018,0.4625347161331479,1.1464593133872591,0.015135648404683705,0.4019495554752166,1.930743135066082
1.1193983841142408,0.5321134852653157,0.2500408158756865,0.07263773135528363,0.6260938131640186,1.9865449151763273
0.882485776858466,0.02007119777772637,0.5509108318164496,0.03960272097951625,0.46199788174233175,1.9274218157522058
1.6196272203754618,0.4984421989290573,0.22168840332239315,0.08519491585459668,0.6694728944167033,2.442856286580875
0.42684740988437647,0.28377590579872447,0.608315214958089,0.10042841378642416,0.6566226437351295,1.3168731322531266
0.3815512831746892,0.15285913918433203,0.4443408197383114,0.03249539225633779,0.3492536192410446,1.2317050365868027
1.8136998682338326,0.08023374566164221,0.8343159453983565,0.0674555557785526,0.9859028935268852,2.79289610450895
1.9461034131149246,0.8655071258939803,1.243900899328992,0.046106395786291575,0.33671006991205266,2.682172750812617
1.2006466891119885,0.5716126894698998,0.4919707311243978,0.11772901064687115,0.3496349988460187,2.06012376342784
1.1114203981748394,0.24240973241508024,0.26077155463488494,0.09548680594182855,0.4309044425922046,2.0837520069015114
1.0680647689571006,0.5325894325515859,0.17255295155139766,0.05712459894714888,0.3075317415511794,1.9385505091259267
0.6548126921980911,0.6815027222239293,1.164319003845561,0.09338942368509819,0.5772609508401267,1.601776218636243
1.8733256392210322,0.8306194077877291,1.4510376749331175,0.02740161128797626,0.7846939801629154,2.7566251362883576
1.2334146467025406,0.8418287767582721,0.2956813272768053,0.12133742366038461,0.36130185603819565,1.9529483247893271
1.6686369242608157,0.6651972206962001,0.8322915946767669,0.060236267777290346,0.9017604326504867,2.4661424660245688
0.9872823315529061,0.3769444294249076,0.7477516999374489,0.05219290238297989,0.7980875041410009,1.9872822389905744
1.8162770594026636,0.3838912213732114,0.8609740055595839,0.13690609553503658,0.6993903967311936,2.7526318284716034
0.4497149407462548,0.794025189270296,0.9681018582999189,0.084684552876685,0.9151140664407662,1.2695733840622172
0.7620576816834796,0.24848913981446574,1.1415248096017478,0.014694540863009113,0.6559117478970533,1.8637353105442127
0.8183210976163328,0.8212573046720129,0.25488443173729014,0.12850332084283253,0.30199092986558596,1.590163737230721
0.4706782390342402,0.22925139523264149,1.111153595750293,0.1108051151164504,0.7129181063082379,1.4850980713002504
0.6514566193476128,0.34569599350391944,0.35423680352199594,0.13718307858670797,0.6667134358128963,1.5417620497417452
1.9053288008904774,0.1533514031160802,0.9207217648235161,0.08082441504382523,0.6891633883477183,2.8994513130181017
1.4512885926628067,0.9224993811772957,1.090134088038758,0.03135546600799659,0.6610306881334506,2.2365027703570544
1.5257110739490785,0.9343670147690148,1.3957959180694868,0.07311751199657848,0.2905904366726042,2.39600800058977
1.2660002773189332,0.39900270387013026,0.17666629435084386,0.056927613830426126,0.8422827588784092,2.129749854997907
1.8552209268402418,0.34634599436596125,0.5857344826547187,0.11325017473536475,0.5617743527118457,2.6858157893357175
0.45570355642165045,0.1763869865062233,0.7977148818352716,0.0686495629306367,0.93187672085448,1.3562515961829784
1.3375379408740449,0.013094456588333636,1.0289523208233948,0.034925035361765194,0.9688562539755641,2.4649403508183525
0.35206431513109,0.9968742518459474,0.8030730144637396,0.09335390242480612,0.253661181910742,1.0265980952922051
1.8150720294279303,0.20513964048200717,0.36696280892913313,0.015116953498733283,0.5776535560879994,2.6760561843542527
1.593594653320469,0.4532888347480276,0.8341463770586119,0.07170678457135193,0.5206104487002607,2.523485090020244
0.5252494832005564,0.8617856210135173,1.4245616469870859,0.06226330427916541,0.41659573851484305,1.4673910752183021
